시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 개포동,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202204,12,220000,4,1987.0,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202204,21,220000,2,1987.0,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,658-1,658.0,1.0,개포6차우성아파트1동~8동,79.97,202205,27,216000,2,1987.0,언주로 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,102.32,202204,1,369000,13,2020.0,개포로 264,,중개거래,"서울 강남구, 서울 양천구"
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,136.06,202205,2,420000,17,2020.0,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,59.92,202205,12,203500,5,2020.0,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,59.92,202205,26,210000,6,2020.0,개포로 264,20220930.0,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,59.92,202206,17,195000,10,2020.0,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,84.83,202211,25,240000,33,2020.0,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,1282,1282.0,0.0,개포래미안포레스트,84.86,202211,29,240000,5,2020.0,개포로 264,,중개거래,서울 강남구
서울특별시 강남구 개포동,12월 02일,12.0,2.0,개포자이,168.42,202202,7,246000,2,2004.0,개포로109길 69,,중개거래,서울 강남구
서울특별시 강남구 개포동,12월 02일,12.0,2.0,개포자이,170.32,202207,27,303000,11,2004.0,개포로109길 69,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185.0,0.0,개포주공6단지,83.21,202201,15,280000,8,1983.0,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185.0,0.0,개포주공6단지,73.02,202203,18,270000,5,1983.0,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185.0,0.0,개포주공6단지,83.21,202212,17,190000,3,1983.0,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185.0,0.0,개포주공7단지,53.46,202203,17,211500,4,1983.0,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,185,185.0,0.0,개포주공7단지,73.26,202203,18,265000,6,1983.0,개포로 516,,중개거래,서울 강남구
서울특별시 강남구 개포동,649,649.0,0.0,경남1,123.28,202203,8,343000,4,1984.0,언주로 110,,중개거래,서울 강남구
서울특별시 강남구 개포동,649,649.0,0.0,경남2차,186.16,202204,19,400000,8,1984.0,언주로 110,,중개거래,서울 강남구
서울특별시 강남구 개포동,1167,1167.0,0.0,그린빌리지,197.91,202202,11,180000,4,1996.0,논현로4길 28,,중개거래,서울 서초구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,131.3226,202202,22,590000,8,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,76.1709,202204,8,305000,23,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,59.8732,202205,11,234500,28,2019.0,삼성로 11,20221207.0,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,59.7479,202205,14,227000,3,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,106.9877,202209,15,430000,27,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,84.3558,202211,26,250000,19,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,138,138.0,0.0,디에이치아너힐즈,76.1709,202212,22,220000,24,2019.0,삼성로 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,84.943,202201,15,300000,7,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,59.888,202204,16,200000,1,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,59.967,202205,27,228500,22,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,99.991,202206,10,360000,32,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,59.967,202206,28,214000,5,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,59.888,202207,11,210000,7,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,99.991,202207,11,373000,31,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,59.967,202210,8,185000,7,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1280,1280.0,0.0,래미안블레스티지,84.943,202212,5,241000,8,2019.0,선릉로 8,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,삼익대청아파트,51.12,202203,26,157000,2,1992.0,개포로109길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,삼익대청아파트,39.53,202208,8,119000,12,1992.0,개포로109길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,삼익대청아파트,60.0,202210,18,122000,10,1992.0,개포로109길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,삼익대청아파트,60.0,202211,14,134000,7,1992.0,개포로109길 21,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,12,12.0,0.0,삼익대청아파트,51.12,202212,16,100000,15,1992.0,개포로109길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,1164-12,1164.0,12.0,새롬(1164-12),73.5,202207,15,111500,6,2000.0,논현로2길 34,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202201,8,125000,7,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202201,11,120000,5,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202201,25,120000,8,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202203,18,118000,7,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202203,27,120000,12,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,39.53,202204,7,145000,8,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202204,18,110000,9,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202206,1,108000,15,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202206,30,95000,4,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,49.86,202207,4,150000,8,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,39.53,202207,9,130500,6,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,49.86,202208,10,133000,1,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,49.86,202208,31,136000,14,1992.0,개포로109길 9,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202209,24,92000,12,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202210,18,88000,8,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,39.53,202211,15,102500,3,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,33.18,202211,16,84700,13,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,49.86,202212,23,104000,4,1992.0,개포로109길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,12,12.0,0.0,성원대치2단지아파트,49.86,202212,23,104000,4,1992.0,개포로109길 9,20230112.0,중개거래,서울 강남구
서울특별시 강남구 개포동,179,179.0,0.0,우성8,79.61,202204,27,240000,6,1987.0,개포로 411,,중개거래,서울 강남구
서울특별시 강남구 개포동,653,653.0,0.0,현대1차101동~106동,95.4,202201,5,275000,2,1984.0,개포로 303,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654.0,0.0,현대2,84.81,202201,15,272000,8,1986.0,언주로 107,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654.0,0.0,현대2,84.81,202203,30,265000,7,1986.0,언주로 107,,중개거래,서울 강남구
서울특별시 강남구 개포동,654,654.0,0.0,현대2,131.83,202204,21,291500,3,1986.0,언주로 107,,중개거래,인천 서구
서울특별시 강남구 논현동,195-1,195.0,1.0,e-편한세상,129.8748,202204,5,192000,10,2005.0,봉은사로11길 12,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196.0,0.0,거평프리젠,32.835,202201,15,40000,6,1996.0,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196.0,0.0,거평프리젠,39.035,202205,27,54000,7,1996.0,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,196,196.0,0.0,거평프리젠,30.215,202205,30,40000,11,1996.0,강남대로112길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,274,274.0,0.0,경남논현,83.72,202206,21,131000,5,1996.0,언주로116길 12,,중개거래,서울 강남구
서울특별시 강남구 논현동,268-12,268.0,12.0,그랑디오스,132.96,202201,8,159140,5,2004.0,봉은사로51길 18,20220111.0,직거래,-
서울특별시 강남구 논현동,268-12,268.0,12.0,그랑디오스,132.96,202201,8,159140,5,2004.0,봉은사로51길 18,,직거래,-
서울특별시 강남구 논현동,205-2,205.0,2.0,논현동한화꿈에그린,67.671,202205,26,85600,2,2005.0,논현로111길 39,,직거래,-
서울특별시 강남구 논현동,225-6,225.0,6.0,논현아이파크,47.46,202202,23,100000,7,2020.0,언주로 615,20220320.0,중개거래,서울 동대문구
서울특별시 강남구 논현동,225-6,225.0,6.0,논현아이파크,84.89,202209,2,195000,19,2020.0,언주로 615,,중개거래,서울 강남구
서울특별시 강남구 논현동,118-8,118.0,8.0,더원센트럴,26.96,202205,18,49500,5,2018.0,학동로53길 3-8,,중개거래,서울 강남구
서울특별시 강남구 논현동,275,275.0,0.0,동부센트레빌,84.9875,202204,26,198000,19,2003.0,언주로116길 6,,중개거래,서울 강남구
서울특별시 강남구 논현동,275,275.0,0.0,동부센트레빌,84.9875,202206,11,192000,8,2003.0,언주로116길 6,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,157.41,202201,18,320000,7,2004.0,언주로130길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,160.33,202203,21,333000,14,2004.0,언주로130길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,180.07,202204,21,245000,5,2004.0,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,180.07,202204,22,224000,11,2004.0,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,157.41,202205,24,303000,4,2004.0,언주로130길 30,,직거래,-
서울특별시 강남구 논현동,245,245.0,0.0,동양파라곤,144.74,202210,11,310000,9,2004.0,언주로130길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,105,105.0,0.0,동현아파트1~6,84.92,202202,18,227500,10,1985.0,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,105,105.0,0.0,동현아파트1~6,120.58,202203,31,273000,8,1985.0,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,105,105.0,0.0,동현아파트1~6,119.67,202204,23,290000,11,1985.0,언주로146길 18,,중개거래,서울 강남구
서울특별시 강남구 논현동,252-1,252.0,1.0,두산위브1단지,110.778,202207,18,219000,9,2004.0,학동로46길 38,,중개거래,서울 강남구
서울특별시 강남구 논현동,258,258.0,0.0,두산위브2단지,106.829,202204,16,206000,9,2004.0,언주로122길 25,,중개거래,서울 강남구
서울특별시 강남구 논현동,114-23,114.0,23.0,로체샤르캐슬,106.59,202205,23,139000,4,2009.0,언주로136길 16,20221110.0,중개거래,서울 강남구
서울특별시 강남구 논현동,114-23,114.0,23.0,로체샤르캐슬,106.59,202211,10,139000,4,2009.0,언주로136길 16,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202201,26,37000,4,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202201,27,42000,14,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202202,19,39000,9,2004.0,학동로 165,,중개거래,서울 중구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202203,30,40900,14,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202206,2,40500,8,2004.0,학동로 165,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202206,7,40300,6,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202206,17,41500,13,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202206,28,40500,13,2004.0,학동로 165,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202207,7,39500,12,2004.0,학동로 165,,중개거래,서울 중구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,6,38500,11,2004.0,학동로 165,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,8,38000,14,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,12,38500,15,2004.0,학동로 165,20220818.0,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,12,38500,15,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,27,37800,3,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202208,27,38500,3,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-58,58.0,2.0,마일스디오빌,36.29,202209,3,39000,4,2004.0,학동로 165,,중개거래,서울 강남구
서울특별시 강남구 논현동,Nov-47,47.0,11.0,벨러스빌,86.51,202202,14,65000,5,2004.0,학동로5길 17,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),114.34,202202,4,229000,10,1997.0,강남대로146길 28,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),84.52,202203,19,180000,6,1997.0,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),35.73,202204,4,95000,3,1997.0,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),35.73,202204,23,98000,11,1997.0,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),35.73,202205,26,95000,3,1997.0,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),35.73,202206,17,99500,5,1997.0,강남대로146길 28,,중개거래,서울 강남구
서울특별시 강남구 논현동,22,22.0,0.0,신동아(22),35.73,202209,24,89000,1,1997.0,강남대로146길 28,,중개거래,서울 서초구
서울특별시 강남구 논현동,103,103.0,0.0,쌍용,84.87,202211,12,105000,3,1996.0,도산대로50길 43,20230228.0,중개거래,서울 강남구
서울특별시 강남구 논현동,276-1,276.0,1.0,아크로힐스논현,84.208,202202,24,210000,4,2014.0,언주로 604,,중개거래,서울 강남구
서울특별시 강남구 논현동,276-1,276.0,1.0,아크로힐스논현,113.087,202205,23,320000,20,2014.0,언주로 604,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 강남구 논현동,276-1,276.0,1.0,아크로힐스논현,84.208,202207,15,246000,24,2014.0,언주로 604,,중개거래,서울 강남구
서울특별시 강남구 논현동,276-1,276.0,1.0,아크로힐스논현,113.231,202210,28,240000,14,2014.0,언주로 604,,중개거래,서울 강남구
서울특별시 강남구 논현동,Mar-46,46.0,3.0,요진보네르,129.24,202207,6,106000,1,2003.0,학동로5길 20,,직거래,-
서울특별시 강남구 논현동,107-44,107.0,44.0,우민,74.758,202205,19,135000,4,2002.0,언주로136길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,107-44,107.0,44.0,우민,74.758,202205,19,123000,2,2002.0,언주로136길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,194-22,194.0,22.0,이산,46.06,202203,2,31000,3,2011.0,논현로111길 34,,중개거래,서울 강남구
서울특별시 강남구 논현동,108-2,108.0,2.0,제이빌,52.54,202204,11,71000,1,2004.0,학동로43길 30,,중개거래,서울 강남구
서울특별시 강남구 논현동,211-21,211.0,21.0,펜트힐루논현,42.257,202204,15,105000,8,2021.0,언주로 641,,직거래,-
서울특별시 강남구 논현동,211-21,211.0,21.0,펜트힐루논현,43.392,202204,15,110000,7,2021.0,언주로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,211-21,211.0,21.0,펜트힐루논현,43.392,202207,8,110000,4,2021.0,언주로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,211-21,211.0,21.0,펜트힐루논현,43.392,202207,8,102000,6,2021.0,언주로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,16.2,202205,27,21200,3,2013.0,봉은사로29길 35,,직거래,-
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,16.2,202206,17,20500,7,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,16.2,202206,28,22000,7,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,20.7,202207,4,22300,5,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,16.2,202207,14,21500,6,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,16.2,202208,4,20500,6,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,221-7,221.0,7.0,한양수자인어반게이트,20.23,202211,2,28000,7,2013.0,봉은사로29길 35,,중개거래,서울 강남구
서울특별시 강남구 논현동,105-4,105.0,4.0,한진로즈힐,103.96,202204,22,198000,8,2004.0,도산대로46길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,105-4,105.0,4.0,한진로즈힐,84.94,202205,24,172500,2,2004.0,도산대로46길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,194-23,194.0,23.0,한화꿈에그린2차,83.7,202206,24,137000,6,2006.0,봉은사로21길 19,20221229.0,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,158.54,202203,19,510000,12,1983.0,선릉로 120,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,127.61,202203,24,375000,1,1983.0,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,127.61,202203,30,409000,11,1983.0,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,84.81,202205,20,323000,14,1983.0,선릉로 120,20220703.0,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,84.81,202207,10,310000,14,1983.0,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,503,503.0,0.0,개포우성1,84.81,202208,30,290000,8,1983.0,선릉로 120,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),51.026,202201,12,54500,10,2003.0,삼성로85길 42,20220121.0,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),51.026,202202,15,54500,10,2003.0,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.236,202202,18,34000,7,2003.0,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),46.877,202203,29,50000,11,2003.0,삼성로85길 42,,중개거래,"서울 강남구, 서울 중구"
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.796,202205,13,33500,7,2003.0,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891.0,26.0,대우아이빌멤버스(891-26),35.796,202207,4,34000,8,2003.0,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202201,13,29000,7,2004.0,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202202,8,29000,8,2004.0,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),34.2,202202,11,30750,8,2004.0,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),35.72,202204,21,33300,10,2004.0,선릉로90길 56,,직거래,-
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),33.06,202205,4,34000,11,2004.0,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891.0,23.0,대우아이빌명문가(891-23),34.2,202205,23,30000,10,2004.0,선릉로90길 56,,직거래,-
서울특별시 강남구 대치동,891-28,891.0,28.0,대치동우정에쉐르1,59.96,202204,8,92000,9,2004.0,삼성로85길 38,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-28,891.0,28.0,대치동우정에쉐르1,59.75,202205,20,80000,5,2004.0,삼성로85길 38,,직거래,-
서울특별시 강남구 대치동,1014-3,1014.0,3.0,대치삼성,97.35,202211,5,254000,11,2000.0,도곡로78길 22,,중개거래,서울 강남구
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,202203,29,400000,20,2008.0,선릉로 222,,중개거래,서울 강남구
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,114.97,202207,7,380000,6,2008.0,선릉로 222,,중개거래,서울 강남구
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,202208,18,210000,11,2008.0,선릉로 222,,중개거래,서울 강남구
서울특별시 강남구 대치동,63,63.0,0.0,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202210,20,270000,12,1984.0,영동대로 230,,중개거래,"서울 강남구, 인천 서구"
서울특별시 강남구 대치동,63,63.0,0.0,"대치우성아파트1동,2동,3동,5동,6동,7동",115.59,202211,22,260000,4,1984.0,영동대로 230,,중개거래,서울 강남구
서울특별시 강남구 대치동,974,974.0,0.0,대치현대,85.0,202206,10,246000,9,1999.0,삼성로64길 5,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670.0,0.0,동부센트레빌,145.83,202201,7,425000,21,2005.0,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670.0,0.0,동부센트레빌,161.47,202202,14,505000,5,2005.0,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670.0,0.0,동부센트레빌,145.83,202204,9,470000,19,2005.0,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670.0,0.0,동부센트레빌,121.74,202204,30,440000,15,2005.0,선릉로 206,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,84.97,202204,20,330000,14,2015.0,삼성로51길 37,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,114.15,202204,23,488000,2,2015.0,삼성로51길 37,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,91.93,202205,26,328000,35,2015.0,삼성로51길 35,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,151.31,202206,30,530000,31,2015.0,삼성로51길 35,,중개거래,"경기 용인기흥구, 서울 강남구"
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,114.15,202210,11,485000,22,2015.0,삼성로51길 37,,직거래,-
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,94.49,202211,16,348000,15,2015.0,삼성로51길 37,,중개거래,서울 강남구
서울특별시 강남구 대치동,1027,1027.0,0.0,래미안대치팰리스,91.93,202211,17,291000,20,2015.0,삼성로51길 35,,중개거래,서울 강남구
서울특별시 강남구 대치동,985,985.0,0.0,래미안대치하이스턴,110.39,202201,8,280000,14,1989.0,도곡로93길 12,,중개거래,서울 강남구
서울특별시 강남구 대치동,893,893.0,0.0,롯데캐슬,135.73,202203,5,294000,12,2002.0,삼성로85길 11,,중개거래,서울 강남구
서울특별시 강남구 대치동,893,893.0,0.0,롯데캐슬,105.18,202206,17,260000,8,2002.0,삼성로85길 11,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 대치동,506,506.0,0.0,선경1차(1동-7동),117.7,202204,11,384000,10,1983.0,삼성로 151,,중개거래,서울 강남구
서울특별시 강남구 대치동,506,506.0,0.0,선경1차(1동-7동),84.35,202204,11,320000,13,1983.0,삼성로 151,,중개거래,서울 강남구
서울특별시 강남구 대치동,506,506.0,0.0,선경1차(1동-7동),136.68,202211,11,385000,11,1983.0,삼성로 151,,중개거래,서울 강남구
서울특별시 강남구 대치동,602,602.0,0.0,선경3차,76.6,202211,3,210000,7,1990.0,남부순환로395길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890.0,49.0,선릉역대우아이빌(890-49),28.34,202203,10,25000,12,2004.0,테헤란로64길 9,,중개거래,서울 강남구
